," 04 Eb Through #1",,,,,,," 04 Eb Through #3",,,,,,," 07 Eb Left Turn #1",,,,,,," 07 Eb Left Turn #2",,,,,,," 04 Eb Through #1",,," 04 Eb Through #3",,," 07 Eb Left Turn #1",,," 07 Eb Left Turn #2",,
07/27/2020 04:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:20:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:25:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:30:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 04:55:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:00:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:20:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:25:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:30:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 05:55:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:00:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:20:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:25:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:30:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 06:55:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:00:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:20:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:25:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:30:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 07:55:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 08:00:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 08:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 08:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/27/2020 08:15:00.00,3,27.7,4.3,1,2,0,0,5,17.6,6.1,1,4,0,0,3,11.3,6.3,0,3,0,0,1,12,1.0833333333,0,1,0,0,2,1,0,5,0,0,2,0,1,1,0,0
07/27/2020 08:20:00.00,7,17.0,10.0,2,5,0,0,3,13.7,1.8,1,2,0,0,6,12.2,6.6,0,6,0,0,4,12.75,3.8,0,4,0,0,1,5,1,3,0,0,3,3,0,4,0,0
07/27/2020 08:25:00.00,3,21.7,6.0,3,0,0,0,1,36.0,2.3,0,1,0,0,4,14.5,6.4,0,4,0,0,5,12,9.7692307692,0,5,0,0,1,1,1,0,1,0,3,1,0,2,2,1
07/27/2020 08:30:00.00,3,14.7,4.7,3,0,0,0,1,25.0,2.4,1,0,0,0,4,12.8,4.7,0,4,0,0,6,14.8333333333,7.7142857143,0,6,0,0,1,2,0,0,1,0,3,1,0,5,1,0
07/27/2020 08:35:00.00,5,16.0,6.3,4,1,0,0,4,16.0,5.4,2,2,0,0,6,11.8,12.2,1,5,0,0,3,13.3333333333,3.0555555556,0,3,0,0,1,4,0,1,3,0,1,3,2,2,1,0
07/27/2020 08:40:00.00,3,14.7,3.1,1,2,0,0,3,11.7,4.5,2,1,0,0,11,14.2,12.2,0,11,0,0,4,11.5,5.6666666667,0,4,0,0,1,2,0,2,0,1,5,5,1,2,1,1
07/27/2020 08:45:00.00,7,16.1,5.5,1,6,0,0,4,17.8,6.0,2,2,0,0,7,16.3,5.3,0,7,0,0,8,13.875,6.4615384615,0,8,0,0,5,2,0,1,1,2,4,3,0,5,3,0
07/27/2020 08:50:00.00,7,20.1,8.2,3,4,0,0,5,16.0,8.8,3,2,0,0,6,17.3,6.1,0,6,0,0,5,15.4,4.7391304348,1,4,0,0,2,5,0,2,0,3,2,4,0,2,3,0
07/27/2020 08:55:00.00,11,19.4,7.9,3,8,0,0,5,14.4,3.6,5,0,0,0,7,13.4,7.9,0,7,0,0,9,14.4444444444,7.125,1,8,0,0,5,6,0,2,3,0,3,2,2,4,4,1
07/27/2020 09:00:00.00,5,15.0,7.3,4,1,0,0,1,15.0,2.6,0,1,0,0,5,12.4,5.5,0,5,0,0,4,13.5,5.5333333333,0,4,0,0,2,3,0,0,0,1,5,0,0,3,1,0
07/27/2020 09:05:00.00,2,26.5,5.6,1,1,0,0,1,24.0,2.4,1,0,0,0,4,14.0,12.8,0,4,0,0,4,12.5,11,0,4,0,0,0,1,1,0,1,0,2,1,1,1,2,1
07/27/2020 09:10:00.00,3,32.3,7.1,1,2,0,0,4,33.8,9.6,1,3,0,0,3,13.0,4.0,0,3,0,0,3,12.6666666667,4.5384615385,0,3,0,0,0,2,1,1,2,1,2,1,0,2,1,0
07/27/2020 09:15:00.00,5,14.8,4.1,1,4,0,0,2,16.0,1.9,0,2,0,0,9,15.1,7.3,0,9,0,0,8,16.375,7.5,0,8,0,0,3,2,0,1,1,0,4,5,0,5,3,0
07/27/2020 09:20:00.00,2,13.5,5.9,1,1,0,0,2,14.5,2.8,2,0,0,0,5,12.4,8.3,0,5,0,0,6,16.1666666667,7.8666666667,0,6,0,0,1,0,1,1,1,0,3,1,1,4,2,0
07/27/2020 09:25:00.00,7,17.1,5.6,4,3,0,0,2,14.0,1.8,1,1,0,0,7,16.0,7.0,0,7,0,0,6,13,6.5454545455,0,6,0,0,6,1,0,2,0,0,3,4,0,2,4,0
07/27/2020 09:30:00.00,6,20.7,9.5,3,3,0,0,3,12.0,3.1,0,3,0,0,5,12.4,4.5,0,5,0,0,5,17.4,6.7368421053,1,4,0,0,1,3,2,2,1,0,4,1,0,2,2,1
07/27/2020 09:35:00.00,4,14.0,4.1,0,4,0,0,8,18.4,6.8,3,5,0,0,5,17.4,6.3,0,5,0,0,6,14.6666666667,5.347826087,0,6,0,0,3,0,1,5,3,0,2,1,2,5,0,1
07/27/2020 09:40:00.00,7,22.0,5.4,2,5,0,0,5,16.4,3.7,3,2,0,0,10,15.8,9.4,0,10,0,0,5,14.8,3.2962962963,0,5,0,0,3,3,1,4,1,0,4,5,1,4,1,0
07/27/2020 09:45:00.00,3,20.7,8.5,2,1,0,0,3,13.7,3.9,0,3,0,0,5,17.2,6.4,0,5,0,0,3,13,4.2142857143,0,3,0,0,1,1,1,2,1,0,3,2,0,2,1,0
07/27/2020 09:50:00.00,8,19.9,5.9,4,4,0,0,5,15.4,9.1,1,4,0,0,3,20.7,5.0,0,3,0,0,5,15.2,6.2380952381,0,5,0,0,6,2,0,1,2,2,0,2,1,2,2,1
07/27/2020 09:55:00.00,5,14.0,9.2,1,4,0,0,3,14.3,3.1,1,2,0,0,9,15.9,9.5,0,9,0,0,3,10.6666666667,1.95,0,3,0,0,2,2,1,2,1,0,6,3,0,3,0,0
07/27/2020 10:00:00.00,5,15.4,9.1,0,5,0,0,1,10.0,1.0,1,0,0,0,3,18.0,8.8,0,3,0,0,4,17,6.5384615385,0,4,0,0,2,3,0,1,0,0,1,0,2,2,2,0
07/27/2020 10:05:00.00,7,18.0,7.5,1,6,0,0,4,13.5,7.3,1,3,0,0,7,15.1,3.9,0,7,0,0,8,13.25,6.4230769231,0,8,0,0,3,3,1,1,1,2,5,2,0,4,4,0
07/27/2020 10:10:00.00,3,23.7,4.5,2,1,0,0,2,19.0,2.7,1,1,0,0,3,15.3,4.9,0,3,0,0,8,13.5,10.25,0,8,0,0,1,2,0,1,1,0,1,2,0,5,3,0
07/27/2020 10:15:00.00,5,31.0,6.8,0,5,0,0,4,17.3,5.2,0,4,0,0,3,14.3,2.2,0,3,0,0,6,15.1666666667,4.6111111111,1,5,0,0,2,3,0,2,2,0,2,1,0,6,0,0
07/27/2020 10:20:00.00,5,20.8,5.1,1,4,0,0,5,22.2,5.0,4,1,0,0,5,14.6,4.6,0,5,0,0,7,13.8571428571,5.7727272727,0,7,0,0,3,2,0,3,2,0,3,2,0,5,2,0
07/27/2020 10:25:00.00,8,18.6,8.5,3,5,0,0,3,13.0,2.9,2,1,0,0,5,15.2,4.3,0,5,0,0,3,14.6666666667,2.2631578947,0,3,0,0,7,1,0,3,0,0,4,1,0,3,0,0
07/27/2020 10:30:00.00,3,15.3,4.5,1,2,0,0,4,11.0,3.6,1,3,0,0,7,20.6,7.2,0,7,0,0,7,17.5714285714,7.7142857143,0,7,0,0,1,1,1,4,0,0,3,4,0,5,1,1
07/27/2020 10:35:00.00,3,15.3,5.1,1,2,0,0,5,16.4,9.4,2,3,0,0,3,15.3,3.9,0,3,0,0,3,12.6666666667,4.2142857143,0,3,0,0,1,2,0,2,3,0,2,1,0,2,1,0
07/27/2020 10:40:00.00,7,14.7,3.9,2,5,0,0,5,16.2,3.2,4,1,0,0,11,15.5,9.5,0,11,0,0,12,15.4166666667,6.4285714286,0,12,0,0,6,1,0,1,4,0,4,4,3,8,4,0
07/27/2020 10:45:00.00,4,22.5,4.0,1,3,0,0,6,13.7,5.0,5,1,0,0,5,15.6,3.5,0,5,0,0,9,15,7.125,0,9,0,0,1,3,0,3,3,0,5,0,0,5,4,0
07/27/2020 10:50:00.00,3,17.0,3.4,0,3,0,0,5,24.2,6.8,4,1,0,0,4,15.3,4.8,0,4,0,0,4,10.25,4.5,0,4,0,0,2,1,0,3,2,0,4,0,0,3,1,0
07/27/2020 10:55:00.00,5,23.2,6.1,1,4,0,0,4,13.0,6.2,1,3,0,0,6,14.3,5.2,0,6,0,0,4,12.25,3.7894736842,0,4,0,0,2,3,0,3,0,1,5,1,0,3,1,0
07/27/2020 11:00:00.00,4,27.3,3.0,2,2,0,0,6,15.0,4.8,3,3,0,0,8,17.8,7.1,0,8,0,0,9,14.4444444444,7.1481481481,0,9,0,0,2,2,0,3,3,0,4,3,1,6,1,2
07/27/2020 11:05:00.00,8,16.4,4.4,1,7,0,0,7,16.1,4.0,5,2,0,0,11,15.7,5.8,0,11,0,0,9,14.4444444444,5.4285714286,0,9,0,0,5,3,0,4,3,0,7,4,0,5,3,1
07/27/2020 11:10:00.00,5,14.6,5.6,0,5,0,0,0,0.0,0.0,0,0,0,0,6,12.8,7.1,0,6,0,0,3,13.6666666667,4.7142857143,0,3,0,0,4,1,0,0,0,0,5,1,0,1,2,0
07/27/2020 11:15:00.00,9,18.8,7.1,3,6,0,0,7,17.3,5.7,4,3,0,0,7,15.6,6.0,0,7,0,0,3,11.3333333333,2.8076923077,0,3,0,0,6,2,1,4,3,0,5,1,1,1,2,0
07/27/2020 11:20:00.00,10,18.4,7.1,4,6,0,0,6,16.0,5.5,4,2,0,0,4,12.8,2.9,0,4,0,0,7,14.7142857143,4.3703703704,1,6,0,0,7,3,0,3,3,0,3,1,0,6,1,0
07/27/2020 11:25:00.00,5,16.6,3.9,0,5,0,0,0,0.0,0.0,0,0,0,0,7,16.0,7.3,0,7,0,0,11,14.0909090909,12.8260869565,0,11,0,0,4,1,0,0,0,0,3,3,1,7,3,1
07/27/2020 11:30:00.00,9,22.9,6.7,2,7,0,0,3,13.0,1.4,3,0,0,0,6,12.5,3.4,0,6,0,0,11,13.7272727273,6.724137931,0,11,0,0,4,4,1,2,1,0,5,1,0,9,2,0
07/27/2020 11:35:00.00,6,15.7,4.3,2,4,0,0,7,18.0,7.2,4,3,0,0,5,14.2,3.0,0,5,0,0,7,15.7142857143,4.44,0,7,0,0,5,1,0,2,4,1,5,0,0,6,1,0
07/27/2020 11:40:00.00,8,20.5,5.5,4,4,0,0,0,0.0,0.0,0,0,0,0,6,17.7,3.9,0,6,0,0,14,16.9285714286,10.4642857143,0,14,0,0,6,2,0,0,0,0,4,2,0,8,6,0
07/27/2020 11:45:00.00,3,16.7,2.2,1,2,0,0,2,10.5,1.4,1,1,0,0,9,16.2,12.2,0,9,0,0,11,17.0909090909,8.72,0,11,0,0,2,1,0,2,0,0,4,2,3,8,2,1
07/27/2020 11:50:00.00,6,20.8,3.8,2,4,0,0,7,14.1,3.9,5,2,0,0,7,16.7,3.6,0,7,0,0,12,15.3333333333,6.65625,0,12,0,0,3,3,0,4,3,0,6,1,0,10,2,0
07/27/2020 11:55:00.00,6,20.5,5.8,2,4,0,0,8,20.4,7.2,4,4,0,0,2,13.5,1.2,0,2,0,0,9,13.7777777778,5.72,0,9,0,0,1,5,0,6,1,1,1,1,0,8,1,0
07/27/2020 12:00:00.00,5,24.6,4.3,2,3,0,0,9,16.1,6.6,7,2,0,0,4,13.8,3.9,0,4,0,0,9,14.4444444444,6,0,9,0,0,2,3,0,7,2,0,2,1,1,7,2,0
07/27/2020 12:05:00.00,11,17.1,6.9,5,6,0,0,8,18.6,7.2,6,2,0,0,4,15.0,1.8,0,4,0,0,10,12.7,4.8181818182,1,9,0,0,7,3,1,2,4,2,4,0,0,10,0,0
07/27/2020 12:10:00.00,10,18.1,4.5,3,7,0,0,7,15.9,3.7,6,1,0,0,12,16.3,5.0,0,12,0,0,14,16.7142857143,5.6511627907,0,14,0,0,6,4,0,3,3,1,8,4,0,13,1,0
07/27/2020 12:15:00.00,6,26.0,5.0,1,5,0,0,5,14.4,3.9,3,2,0,0,5,18.6,3.1,0,5,0,0,11,15.2727272727,8.2592592593,0,11,0,0,3,3,0,2,3,0,4,1,0,6,5,0
07/27/2020 12:20:00.00,5,21.0,4.0,2,3,0,0,8,18.3,8.9,4,4,0,0,5,15.4,5.6,0,5,0,0,5,17.4,3.5652173913,0,5,0,0,3,2,0,4,3,1,3,1,1,4,1,0
07/27/2020 12:25:00.00,10,23.5,5.0,5,5,0,0,8,14.8,4.0,7,1,0,0,11,16.3,4.8,0,11,0,0,12,16.6666666667,5.4390243902,0,12,0,0,5,5,0,4,4,0,8,3,0,10,2,0
07/27/2020 12:30:00.00,6,23.5,5.9,5,1,0,0,8,20.5,9.7,5,3,0,0,5,11.4,4.4,0,5,0,0,5,15.2,4.25,0,5,0,0,3,3,0,4,3,1,4,0,1,3,2,0
07/27/2020 12:35:00.00,8,18.6,4.8,0,8,0,0,11,16.1,6.2,8,3,0,0,8,16.4,5.0,0,8,0,0,7,15.8571428571,4.0588235294,0,7,0,0,5,3,0,8,3,0,6,2,0,5,2,0
07/27/2020 12:40:00.00,8,14.8,7.8,1,7,0,0,6,19.0,7.9,4,2,0,0,8,15.8,6.0,0,8,0,0,4,14.75,2.7692307692,0,4,0,0,6,0,2,2,3,1,4,4,0,4,0,0
07/27/2020 12:45:00.00,7,15.0,3.9,3,4,0,0,2,12.5,0.9,2,0,0,0,12,15.0,5.6,0,12,0,0,18,15.5555555556,9.6923076923,0,18,0,0,3,3,1,1,1,0,9,3,0,13,5,0
